							
104.058242	30.59617						
104.771489	29.359461						
101.713513	26.54655						
105.460758	28.892014						
104.402857	31.137175						
104.755175	31.474186						
105.863126	32.43237						
105.591603	30.508343						
105.076129	29.585483						
103.762365	29.562254						
106.068716	30.744002						
103.856035	30.067106						
104.624672	28.767138						
106.65217	30.458442						
107.477587	31.246462						
102.999111	29.988532						
106.763615	31.860669						
104.628686	30.127682						
102.232411	31.903572						
101.972276	30.059974						
102.272776	27.899259						
							
